CustomerID,date,trigger_count,day_index,first_trigger_day
12477,2011-10-14,32,317,72
12477,2011-11-17,45,351,72
12478,2011-12-06,36,370,370
12479,2011-11-28,31,362,362
12480,2011-01-07,42,37,37
12480,2011-03-17,35,106,37
12480,2011-07-19,37,230,37
12480,2011-11-11,40,345,37
12481,2010-12-09,10,8,8
12481,2010-12-20,12,19,8
12481,2011-01-07,24,37,8
12481,2011-03-28,38,117,8
12481,2011-05-19,44,169,8
12481,2011-06-13,29,194,8
12481,2011-10-05,48,308,8
12481,2011-11-17,12,351,8
12483,2011-01-04,13,34,34
12483,2011-04-27,12,147,34
12483,2011-05-11,1,161,34
12483,2011-05-18,2,168,34
12483,2011-06-09,11,190,34
12483,2011-09-02,14,275,34
12483,2011-10-30,16,333,34
12483,2011-11-22,6,356,34
12484,2011-01-07,98,37,37
12484,2011-06-16,61,197,37
12484,2011-08-28,122,270,37
12484,2011-08-31,1,273,37
12484,2011-11-04,63,338,37
12484,2011-11-07,1,341,37
12488,2011-09-25,21,298,298
12488,2011-10-31,7,334,298
12488,2011-11-30,27,364,298
12489,2011-01-07,15,37,37
12490,2011-01-14,43,44,44
12490,2011-05-09,17,159,44
12490,2011-06-20,20,201,44
12490,2011-07-24,24,235,44
12490,2011-08-31,19,273,44
12490,2011-09-07,42,280,44
12490,2011-11-02,22,336,44
12490,2011-11-14,19,348,44
12490,2011-11-22,13,356,44
12490,2011-12-04,26,368,44
12491,2011-11-01,26,335,335
12492,2011-08-26,9,268,268
12492,2011-10-07,11,310,268
12493,2011-05-26,12,176,176
12493,2011-06-27,10,208,176
12494,2010-12-09,3,8,8
12494,2010-12-16,1,15,8
12494,2011-02-17,16,78,8
12494,2011-05-27,21,177,8
12494,2011-07-01,10,212,8
12494,2011-10-30,15,333,8
12494,2011-11-24,11,358,8
12497,2011-09-19,14,292,292
12498,2011-10-13,13,316,316
12498,2011-11-18,10,352,316
12500,2011-01-10,5,40,40
12500,2011-02-17,5,78,40
12500,2011-03-03,5,92,40
12500,2011-03-18,3,107,40
12500,2011-06-24,9,205,40
12500,2011-08-25,5,267,40
12500,2011-10-06,7,309,40
12500,2011-10-19,6,322,40
12500,2011-10-21,11,324,40
12500,2011-11-16,5,350,40
12501,2011-01-07,149,37,37
12502,2011-02-03,31,64,64
12502,2011-03-16,31,105,64
12502,2011-05-06,15,156,64
12502,2011-08-04,31,246,64
12502,2011-09-05,39,278,64
12504,2011-11-09,6,343,343
12504,2011-11-21,3,355,343
12506,2011-04-21,23,141,141
12507,2011-02-14,13,75,75
12507,2011-07-07,1,218,75
12507,2011-07-28,8,239,75
12508,2011-11-10,52,344,344
12508,2011-11-13,17,347,344
12509,2011-02-28,7,89,89
12510,2011-01-18,29,48,48
12510,2011-07-20,4,231,48
12512,2011-10-04,34,307,307
12513,2011-08-19,35,261,261
12514,2011-03-17,51,106,106
12515,2010-12-21,16,20,20
12516,2011-06-12,13,193,193
12516,2011-09-23,13,296,193
12517,2011-06-02,134,183,183
12517,2011-08-05,50,247,183
12517,2011-09-27,23,300,183
12517,2011-11-11,77,345,183
12518,2011-08-21,18,263,263
12518,2011-09-23,33,296,263
12518,2011-10-12,25,315,263
12518,2011-11-11,30,345,263
12518,2011-12-09,18,373,263
12519,2011-10-07,18,310,310
12520,2011-03-11,60,100,100
12520,2011-03-25,17,114,100
12520,2011-05-19,25,169,100
12520,2011-07-20,19,231,100
12520,2011-09-21,31,294,100
12521,2011-07-20,38,231,231
12522,2011-10-19,6,322,322
12522,2011-10-31,6,334,322
12523,2011-01-12,7,42,42
12523,2011-02-21,8,82,42
12523,2011-03-16,8,105,42
12523,2011-04-01,9,121,42
12523,2011-07-27,13,238,42
12523,2011-08-21,8,263,42
12523,2011-08-24,10,266,42
12523,2011-09-21,8,294,42
12523,2011-10-06,8,309,42
12523,2011-10-27,14,330,42
12523,2011-11-20,13,354,42
12524,2011-01-10,16,40,40
12524,2011-02-21,12,82,40
12524,2011-03-03,23,92,40
12524,2011-05-01,33,151,40
12524,2011-05-19,20,169,40
12524,2011-06-30,12,211,40
12524,2011-10-07,24,310,40
12524,2011-11-30,4,364,40
12526,2011-09-06,29,279,279
12526,2011-10-17,29,320,279
12526,2011-12-09,13,373,279
12527,2011-01-18,10,48,48
12527,2011-02-18,5,79,48
12527,2011-09-19,3,292,48
12528,2011-01-31,31,61,61
12528,2011-03-08,13,97,61
12528,2011-07-13,12,224,61
12528,2011-08-17,9,259,61
12528,2011-10-07,15,310,61
12528,2011-11-30,12,364,61
12530,2011-01-07,13,37,37
12530,2011-04-20,14,140,37
12530,2011-08-08,19,250,37
12530,2011-10-11,20,314,37
12531,2011-11-25,17,359,359
12532,2011-11-09,16,343,343
12534,2011-08-01,63,243,243
12535,2011-06-06,18,187,187
12535,2011-09-09,16,282,187
12536,2011-10-11,259,314,314
12536,2011-10-27,2,330,314
12538,2011-11-10,21,344,344
12539,2011-01-10,93,40,40
12539,2011-01-27,93,57,40
12539,2011-03-22,44,111,40
12539,2011-11-17,43,351,40
12540,2010-12-13,20,12,12
12540,2011-01-11,31,41,12
12540,2011-02-01,12,62,12
12540,2011-03-24,34,113,12
12540,2011-05-04,41,154,12
12540,2011-05-31,47,181,12
12540,2011-06-06,23,187,12
12540,2011-07-07,25,218,12
12540,2011-07-25,47,236,12
12540,2011-08-24,18,266,12
12540,2011-09-08,23,281,12
12540,2011-09-19,36,292,12
12540,2011-09-23,7,296,12
12540,2011-10-07,22,310,12
12540,2011-10-18,41,321,12
12540,2011-11-08,24,342,12
12540,2011-11-20,27,354,12
12541,2011-03-04,17,93,93
12541,2011-06-19,11,200,93
12541,2011-11-10,24,344,93
12544,2011-11-03,19,337,337
12545,2011-03-25,34,114,114
12545,2011-09-25,16,298,114
12546,2011-09-23,45,296,296
12546,2011-10-24,24,327,296
12547,2011-03-04,6,93,93
12547,2011-05-26,2,176,93
12548,2011-06-26,5,207,207
12550,2011-09-21,57,294,294
12551,2010-12-17,10,16,16
12552,2011-10-31,19,334,334
12552,2011-11-01,1,335,334
12553,2011-01-14,38,44,44
12553,2011-02-18,1,79,44
12553,2011-03-04,16,93,44
12553,2011-03-25,23,114,44
12553,2011-05-19,19,169,44
12553,2011-07-08,16,219,44
12553,2011-08-21,22,263,44
12553,2011-10-12,23,315,44
12553,2011-11-14,23,348,44
12553,2011-12-01,10,365,44
12556,2011-07-11,67,222,222
12556,2011-10-20,54,323,222
12557,2010-12-03,5,2,2
12557,2011-01-11,4,41,2
12557,2011-03-28,5,117,2
12557,2011-07-04,15,215,2
12557,2011-11-23,4,357,2
12558,2011-12-02,11,366,366
12559,2011-01-24,20,54,54
12559,2011-02-02,1,63,54
12560,2011-07-19,76,230,230
12560,2011-08-19,1,261,230
12560,2011-12-04,28,368,230
12561,2011-02-10,16,71,71
12562,2011-05-25,21,175,175
12562,2011-06-16,28,197,175
12562,2011-08-05,29,247,175
12562,2011-09-19,21,292,175
12562,2011-10-14,28,317,175
12562,2011-11-17,19,351,175
12562,2011-12-01,22,365,175
12564,2011-03-23,21,112,112
12565,2011-02-24,9,85,85
12566,2011-09-14,19,287,287
12567,2010-12-05,63,4,4
12567,2010-12-07,20,6,4
12567,2011-02-04,63,65,4
12567,2011-05-22,35,172,4
12567,2011-06-08,34,189,4
12567,2011-06-13,61,194,4
12567,2011-08-23,39,265,4
12567,2011-09-04,50,277,4
12567,2011-11-17,81,351,4
12569,2011-04-01,10,121,121
12569,2011-04-14,18,134,121
12569,2011-05-04,8,154,121
12569,2011-05-05,7,155,121
12569,2011-06-09,6,190,121
12569,2011-06-30,6,211,121
12569,2011-07-19,10,230,121
12569,2011-08-09,5,251,121
12569,2011-08-16,5,258,121
12569,2011-08-24,4,266,121
12569,2011-09-04,6,277,121
12569,2011-09-06,4,279,121
12569,2011-09-08,3,281,121
12569,2011-10-06,16,309,121
12569,2011-10-12,5,315,121
12569,2011-10-20,5,323,121
12569,2011-10-26,7,329,121
12569,2011-11-03,5,337,121
12569,2011-11-15,7,349,121
12569,2011-11-16,7,350,121
12569,2011-11-23,7,357,121
12569,2011-12-01,10,365,121
12569,2011-12-02,4,366,121
12569,2011-12-04,4,368,121
12569,2011-12-05,4,369,121
12569,2011-12-07,15,371,121
12571,2011-08-10,14,252,252
12571,2011-10-31,20,334,252
12572,2011-10-19,36,322,322
12572,2011-12-01,24,365,322
12573,2011-04-26,28,146,146
12574,2011-01-28,11,58,58
12576,2011-02-08,19,69,69
12576,2011-05-05,11,155,69
12576,2011-07-13,16,224,69
12576,2011-09-05,16,278,69
12576,2011-11-04,26,338,69
12577,2010-12-15,67,14,14
12577,2011-11-04,80,338,14
12578,2011-01-13,70,43,43
12578,2011-11-18,44,352,43
12579,2011-09-22,29,295,295
12580,2011-04-07,24,127,127
12581,2011-10-31,15,334,334
12582,2011-02-24,12,85,85
12582,2011-04-15,10,135,85
12583,2010-12-01,20,0,0
12583,2011-01-07,22,37,0
12583,2011-02-10,13,71,0
12583,2011-03-11,20,100,0
12583,2011-05-23,20,173,0
12583,2011-06-12,14,193,0
12583,2011-06-21,12,202,0
12583,2011-07-08,14,219,0
12583,2011-08-25,11,267,0
12583,2011-09-21,22,294,0
12583,2011-09-30,14,303,0
12583,2011-10-12,6,315,0
12583,2011-11-08,24,342,0
12583,2011-11-21,16,355,0
12583,2011-12-07,19,371,0
12584,2011-03-04,18,93,93
12584,2011-06-07,9,188,93
12584,2011-07-26,6,237,93
12584,2011-08-04,1,246,93
12584,2011-09-20,15,293,93
12584,2011-10-13,14,316,93
12584,2011-10-30,12,333,93
12584,2011-11-22,13,356,93
12584,2011-12-06,8,370,93
12585,2010-12-23,65,22,22
12585,2011-04-19,22,139,22
12586,2011-11-22,11,356,356
12587,2011-12-02,4,366,366
12588,2011-10-31,10,334,334
12589,2011-07-18,10,229,229
12589,2011-11-11,25,345,229
12590,2011-05-12,68,162,162
12591,2011-01-26,26,56,56
12592,2011-05-10,9,160,160
12592,2011-09-08,9,281,160
12593,2011-05-05,11,155,155
12593,2011-08-02,5,244,155
12593,2011-08-23,5,265,155
12594,2011-01-21,12,51,51
12594,2011-02-18,13,79,51
12594,2011-03-28,14,117,51
12594,2011-04-19,8,139,51
12594,2011-05-31,23,181,51
12594,2011-06-09,1,190,51
12594,2011-08-10,22,252,51
12594,2011-10-24,24,327,51
12594,2011-11-02,1,336,51
12596,2011-04-11,15,131,131
12596,2011-10-19,12,322,131
12597,2011-03-16,30,105,105
12597,2011-06-09,48,190,105
12597,2011-10-30,116,333,105
12597,2011-11-20,12,354,105
12598,2011-02-28,26,89,89
12598,2011-05-03,21,153,89
12598,2011-07-01,16,212,89
12598,2011-09-29,18,302,89
12598,2011-11-11,14,345,89
12598,2011-11-20,26,354,89
12598,2011-11-30,11,364,89
12599,2011-02-08,14,69,69
12599,2011-02-27,5,88,69
12599,2011-05-15,10,165,69
12599,2011-06-28,8,209,69
12599,2011-07-11,5,222,69
12599,2011-08-05,6,247,69
12599,2011-11-10,14,344,69
12600,2010-12-03,2,2,2
12600,2010-12-17,5,16,2
12600,2011-02-03,8,64,2
12600,2011-03-20,3,109,2
12600,2011-04-28,8,148,2
12600,2011-05-19,5,169,2
12600,2011-07-17,9,228,2
12600,2011-08-19,9,261,2
12600,2011-09-16,6,289,2
12600,2011-11-11,9,345,2
12601,2011-01-11,9,41,41
12601,2011-02-10,6,71,41
12601,2011-03-31,3,120,41
12601,2011-05-19,6,169,41
12601,2011-06-03,4,184,41
12602,2011-10-12,12,315,315
12603,2011-11-18,3,352,352
12604,2011-03-23,10,112,112
12604,2011-09-21,6,294,112
12607,2011-10-10,101,313,313
12609,2011-01-25,16,55,55
12609,2011-06-06,27,187,55
12609,2011-09-22,17,295,55
12610,2011-08-05,54,247,247
12610,2011-08-25,18,267,247
12610,2011-10-25,24,328,247
12610,2011-10-27,1,330,247
12610,2011-11-17,9,351,247
12611,2011-10-18,65,321,321
12612,2011-09-26,19,299,299
12613,2011-03-22,46,111,111
12613,2011-05-26,28,176,111
12613,2011-10-13,79,316,111
12614,2011-03-07,20,96,96
12615,2011-06-24,31,205,205
12615,2011-09-29,29,302,205
12615,2011-11-03,25,337,205
12615,2011-12-07,20,371,205
12616,2011-02-15,11,76,76
12616,2011-09-05,21,278,76
12617,2011-11-10,42,344,344
12618,2011-11-18,11,352,352
12619,2011-03-31,5,120,120
12619,2011-04-19,7,139,120
12619,2011-07-04,1,215,120
12619,2011-07-14,15,225,120
12619,2011-08-15,11,257,120
12619,2011-09-13,7,286,120
12619,2011-09-23,13,296,120
12619,2011-11-06,14,340,120
12619,2011-11-23,17,357,120
12620,2011-05-19,33,169,169
12620,2011-09-20,24,293,169
12620,2011-11-25,35,359,169
12621,2010-12-09,14,8,8
12621,2010-12-17,18,16,8
12621,2011-02-14,30,75,8
12621,2011-02-21,22,82,8
12621,2011-03-25,5,114,8
12621,2011-04-27,34,147,8
12621,2011-05-09,33,159,8
12621,2011-05-12,48,162,8
12621,2011-05-23,21,173,8
12621,2011-06-16,12,197,8
12621,2011-07-15,28,226,8
12621,2011-08-23,31,265,8
12621,2011-08-31,50,273,8
12621,2011-09-19,25,292,8
12621,2011-10-18,22,321,8
12621,2011-11-16,17,350,8
12621,2011-12-08,57,372,8
12622,2011-04-21,11,141,141
12623,2011-03-08,18,97,97
12624,2011-06-15,19,196,196
12624,2011-08-25,19,267,196
12625,2011-01-24,53,54,54
12625,2011-05-12,33,162,54
12626,2011-01-17,53,47,47
12626,2011-01-27,6,57,47
12626,2011-06-30,44,211,47
12626,2011-07-21,36,232,47
12626,2011-08-04,44,246,47
12626,2011-08-19,23,261,47
12626,2011-10-06,62,309,47
12626,2011-10-27,13,330,47
12626,2011-11-16,13,350,47
12627,2011-07-22,40,233,233
12627,2011-08-02,28,244,233
12627,2011-08-22,35,264,233
12627,2011-08-23,1,265,233
12627,2011-09-04,37,277,233
12627,2011-10-06,60,309,233
12627,2011-11-29,29,363,233
12628,2011-10-06,17,309,309
12628,2011-11-06,11,340,309
12628,2011-12-05,13,369,309
12630,2011-10-27,35,330,330
12630,2011-11-30,29,364,330
12631,2011-10-13,31,316,316
12633,2011-02-25,34,86,86
12633,2011-05-27,38,177,86
12633,2011-08-02,14,244,86
12633,2011-10-12,15,315,86
12635,2011-07-08,40,219,219
12635,2011-09-11,61,284,219
12637,2011-01-20,72,50,50
12637,2011-03-21,44,110,50
12637,2011-04-14,31,134,50
12637,2011-07-05,32,216,50
12637,2011-09-07,67,280,50
12637,2011-09-09,67,282,50
12637,2011-10-03,77,306,50
12638,2011-11-06,39,340,340
12639,2011-04-15,22,135,135
12640,2011-09-19,42,292,292
12640,2011-11-15,9,349,292
12640,2011-11-16,2,350,292
12641,2011-08-16,10,258,258
12642,2011-08-24,24,266,266
12642,2011-10-20,11,323,266
12642,2011-11-14,12,348,266
12643,2011-01-11,2,41,41
12643,2011-05-03,9,153,41
12643,2011-06-10,3,191,41
12643,2011-06-20,2,201,41
12643,2011-08-03,8,245,41
12644,2011-08-02,31,244,244
12645,2011-01-27,16,57,57
12645,2011-05-04,20,154,57
12645,2011-08-22,23,264,57
12645,2011-11-06,14,340,57
12646,2011-10-21,24,324,324
12646,2011-12-05,21,369,324
12647,2010-12-05,19,4,4
12647,2010-12-07,17,6,4
12647,2010-12-17,11,16,4
12647,2011-03-18,5,107,4
12647,2011-04-08,6,128,4
12647,2011-05-24,15,174,4
12647,2011-07-07,16,218,4
12647,2011-08-05,4,247,4
12647,2011-09-11,19,284,4
12647,2011-09-22,3,295,4
12647,2011-11-17,7,351,4
